,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_model_snr,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
147,CONFIRMED,4.14451656,0.004,2.3421,391.8,0.017440999999999998,2.87358,1.48,0.0461,89.99,864.0,132.08,13.767,22.8,4768.0,4.5360000000000005,0.18,0.779,0.759
148,FALSE POSITIVE,4.859386384,1.259,2.2757,6044.3,0.355227,0.4563,38.33,0.0571,81.27,1114.0,364.23,8.29,269.7,6072.0,4.47,-0.1,0.988,1.05
149,CONFIRMED,10.526294577,0.644,2.5211,9768.0,0.09514299999999999,3.85261,8.24,0.088,88.69,713.0,61.16,28.26,482.3,5386.0,4.553,-0.2,0.793,0.82
150,CONFIRMED,4.583520948,0.045,2.7055,3812.1,0.056287000000000004,2.30111,5.39,0.0535,89.81,1038.0,274.98,13.672,99.5,5815.0,4.54,-0.12,0.877,0.973
151,CONFIRMED,3.76181843,0.926,3.5176,510.6,0.025656,0.06927,2.66,0.047,75.62,1121.0,372.62,3.73,35.9,5653.0,4.4719999999999995,0.1,0.949,0.974
152,CONFIRMED,8.20396958,0.823,2.9667,1024.4,0.033372000000000006,0.65082,3.01,0.0735,86.43,742.0,71.5,13.23,54.4,5015.0,4.499,0.1,0.826,0.785
153,CONFIRMED,14.49645186,0.97,4.016,647.5,0.033377,0.0859,3.01,0.1074,84.34,613.0,33.48,9.85,25.7,5015.0,4.499,0.1,0.826,0.785
154,CANDIDATE,6.54626149,0.644,2.75,655.9,0.024555,1.35056,2.19,0.0668,87.46,810.0,101.78,14.52,24.8,5251.0,4.581,0.21,0.817,0.926
155,CONFIRMED,12.71809866,0.427,3.0957,1149.4,0.030871,2.98907,2.31,0.0934,89.17,562.0,23.6,29.5,52.7,4702.0,4.592,-0.22,0.686,0.67
156,CONFIRMED,36.06588163,0.26,4.3246,1563.8,0.035281,3.7845199999999997,2.64,0.1871,89.77,397.0,5.88,63.84,51.7,4702.0,4.592,-0.22,0.686,0.67
157,CONFIRMED,4.190425659,0.458,2.8589,2877.4,0.050076,1.28404,6.21,0.0535,87.52,1234.0,547.9,10.6,240.6,6073.0,4.3919999999999995,0.2,1.135,1.163
158,CONFIRMED,3.7098707839999996,0.023,3.0694,2020.3,0.040686,1.22579,4.35,0.0471,89.86,1151.0,415.1,9.6255,116.1,5727.0,4.463,0.14,0.978,1.013
159,CONFIRMED,16.3297527,0.791,6.271,1187.5,0.034822000000000006,0.16717,3.75,0.1255,86.59,727.0,66.08,13.31,74.6,5878.0,4.444,-0.06,0.987,0.989
160,CONFIRMED,27.807566215999998,0.782,4.21587,25391.0,0.16147899999999998,1.98053,13.84,0.1711,88.96,554.0,22.24,43.26,748.1,5862.0,4.584,-0.52,0.785,0.865
161,CONFIRMED,80.8723469,0.527,11.195,3604.6,0.056129,0.37264,7.59,0.3577,89.4,452.0,9.88,50.5,160.9,5510.0,4.2219999999999995,0.16,1.238,0.932
162,FALSE POSITIVE,3.166465862,1.266,2.9381,4357.2,0.348902,0.12553,26.82,0.0371,71.8,954.0,196.31,4.05,122.1,4968.0,4.575,-0.36,0.704,0.68
163,CONFIRMED,24.99324319,0.686,5.9409,269.6,0.015956,0.42385,2.29,0.1651,88.37,712.0,60.88,24.1,62.0,5718.0,4.181,0.0,1.317,0.961
164,CONFIRMED,10.35533116,0.029,3.1775,750.6,0.024674,2.9277900000000003,2.47,0.0895,89.93,777.0,86.22,25.51,49.2,5501.0,4.462,0.02,0.918,0.891
165,CONFIRMED,16.08518937,0.867,3.984,1442.4,0.040767000000000005,0.41176999999999997,3.68,0.1173,87.21,613.0,33.43,17.79,62.6,5239.0,4.523,0.0,0.826,0.83
166,CANDIDATE,235.9986399,0.778,8.2284,20715.0,0.14756,2.1444900000000002,10.59,0.6534,89.76,188.0,0.29,184.83,271.8,4245.0,4.627,0.12,0.657,0.666
167,CONFIRMED,7.49018305,0.02,2.7297,1123.6,0.029843,3.3941,2.56,0.0703,89.95,753.0,76.06,21.59,53.0,5103.0,4.562,0.04,0.787,0.823
168,CONFIRMED,36.2761238,0.035,4.7865,1572.6,0.035273,3.09103,3.03,0.2012,89.97,445.0,9.29,59.91,45.5,5103.0,4.562,0.04,0.787,0.823
169,CONFIRMED,17.46087931,0.594,2.2641,812.4,0.026969,7.4572899999999995,2.32,0.1236,89.31,568.0,24.6,49.3,22.6,5103.0,4.562,0.04,0.787,0.823
170,CONFIRMED,56.0560754,0.018,4.685,1626.0,0.036134,5.11354,1.94,0.228,89.99,233.0,0.69,94.7,27.4,3593.0,4.757,0.26,0.491,0.503
171,CONFIRMED,41.408316686,0.377,5.0264,22839.0,0.139516,3.4217699999999995,11.38,0.2162,89.68,453.0,9.93,67.69,907.8,5522.0,4.586,-0.46,0.747,0.786
172,CANDIDATE,39.74893077,0.881,7.3051,15179.0,0.134949,0.31474,14.21,0.2311,88.3,552.0,21.87,29.734,561.1,6122.0,4.487,-0.18,0.964,1.041
173,CONFIRMED,5.715425977000001,0.348,2.5242,908.1,0.027348,2.7143900000000003,2.47,0.0611,88.81,850.0,123.03,16.74,59.4,5237.0,4.572,0.24,0.826,0.927
174,CONFIRMED,49.18394185,0.035,11.3364,1646.2,0.036501,0.31666,8.2,0.2829,89.94,669.0,47.4,34.34,355.7,5626.0,3.907,0.36,2.057,1.247
175,CONFIRMED,20.0261412,0.957,1.611,421.2,0.025305,2.00738,2.28,0.1409,88.43,559.0,23.14,34.9,10.7,5237.0,4.572,0.24,0.826,0.927
176,CANDIDATE,13.61014819,1.081,2.594,5732.9,0.192842,0.8463299999999999,19.02,0.1061,86.94,733.0,68.29,20.24,184.1,5697.0,4.46,-0.26,0.903,0.857
177,FALSE POSITIVE,10.44331991,0.23,2.743,1159.8,0.030416000000000002,4.326630000000001,2.66,0.0857,89.55,667.0,46.94,29.22,51.7,4947.0,4.516,0.08,0.802,0.769
178,CONFIRMED,2.237489571,0.128,1.8119,315.8,0.015941999999999998,3.26761,1.41,0.0325,89.23,1160.0,427.17,9.527,30.7,5265.0,4.58,0.14,0.81,0.91
179,FALSE POSITIVE,5.851520671,0.211,3.11058,33004.0,0.16610899999999998,2.48066,14.62,0.0591,89.27,901.0,155.89,16.497,1630.4,5532.0,4.53,-0.34,0.806,0.804
180,CONFIRMED,3.1678934180000002,0.026,2.1814,781.2,0.025513,2.7845299999999997,2.62,0.0426,89.87,1221.0,526.23,11.389,64.8,5895.0,4.503,-0.02,0.94,1.026
181,CONFIRMED,4.311780262,0.196,2.7251,1154.0,0.030716000000000004,1.86883,3.11,0.0511,89.08,1038.0,274.84,12.25,86.1,5527.0,4.484,0.16,0.927,0.956
182,CONFIRMED,20.0504494,0.383,4.556,840.9,0.026569,1.54536,2.69,0.1423,89.31,622.0,35.44,32.0,37.8,5527.0,4.484,0.16,0.927,0.956
183,CONFIRMED,9.76734503,0.9,1.6585,569.1,0.026407,2.17446,2.67,0.0881,87.68,791.0,92.46,22.2,21.1,5527.0,4.484,0.16,0.927,0.956
184,CANDIDATE,119.0207044,0.076,8.1405,7430.5,0.077431,2.3102400000000003,8.98,0.4582,89.96,366.0,4.25,120.05,223.5,5453.0,4.342,0.16,1.062,0.904
185,CONFIRMED,190.3200468,0.812,15.284,1141.7,0.034654000000000004,0.11865999999999999,7.78,0.6972,89.24,426.0,7.8,61.0,139.3,5626.0,3.907,0.36,2.057,1.247
186,FALSE POSITIVE,2.8611598939999996,0.965,1.8832,1014.3,0.039171,0.22208000000000003,4.37,0.0406,77.84,1355.0,797.1,4.58,58.3,6126.0,4.458,-0.04,1.021,1.09
187,CONFIRMED,26.44439337,0.03,3.9783,1843.5,0.038511000000000004,3.96328,3.91,0.1687,89.97,562.0,23.54,52.72,88.0,5427.0,4.463,0.16,0.929,0.915
188,CONFIRMED,51.53997972,0.183,6.3994,3644.3,0.05435,1.8567900000000002,5.51,0.2632,89.84,450.0,9.67,63.88,155.5,5427.0,4.463,0.16,0.929,0.915
189,CONFIRMED,5.9022457820000005,0.209,2.9003,702.3,0.023909,2.05923,2.43,0.0621,89.23,926.0,173.74,15.59,59.3,5427.0,4.463,0.16,0.929,0.915
190,CONFIRMED,2.382951591,0.479,1.8876,391.6,0.018369,2.19197,1.86,0.0339,86.85,1253.0,583.01,8.7,41.4,5427.0,4.463,0.16,0.929,0.915
191,CONFIRMED,21.02250608,0.036,4.1072,1772.5,0.037466,2.85327,3.07,0.1378,89.95,521.0,17.48,40.546,62.4,5067.0,4.585,-0.08,0.75,0.789
192,CONFIRMED,3.219814777,0.06,2.0642,488.2,0.019702,3.26825,1.69,0.04,89.72,998.0,234.93,12.14,30.5,5103.0,4.562,0.04,0.787,0.823
193,CONFIRMED,5.912273234,0.17,2.3254,961.4,0.027826,4.13623,1.73,0.0537,89.51,585.0,27.72,19.7,62.8,4072.0,4.696000000000001,-0.18,0.57,0.586
194,CONFIRMED,8.98581901,0.008,2.8606,881.3,0.026527,3.50489,1.65,0.0709,89.98,509.0,15.9,24.64,51.8,4072.0,4.696000000000001,-0.18,0.57,0.586
195,CANDIDATE,12.940668656,0.897,2.4845,42450.0,0.259639,4.93266,22.94,0.1039,88.54,723.0,64.64,35.21,307.5,5875.0,4.572,-0.42,0.809,0.895
196,FALSE POSITIVE,20.5452375,0.95,2.517,218.5,0.017424000000000002,0.52476,2.41,0.1437,87.6,742.0,71.57,22.7,18.5,5670.0,4.206,0.0,1.264,0.937
197,CONFIRMED,33.60123371,0.67,4.4056,7425.9,0.083298,2.04292,8.46,0.1956,89.23,495.0,14.22,49.6,247.9,5149.0,4.447,0.42,0.93,0.882
198,CONFIRMED,6.76652928,0.429,2.9004,450.7,0.019382,1.8539900000000002,1.97,0.0672,88.51,845.0,120.48,16.49,29.2,5149.0,4.447,0.42,0.93,0.882
199,CONFIRMED,4.347288783,0.025,2.1024,451.6,0.019273,4.18264,2.36,0.0524,89.91,1174.0,449.79,16.107,39.7,5754.0,4.345,0.16,1.122,1.014
200,CONFIRMED,4.601811819,0.567,2.2607,755.9,0.025789999999999997,2.109,2.35,0.0501,87.56,896.0,152.91,13.32,60.8,4986.0,4.496,0.16,0.833,0.793
201,CONFIRMED,11.18719905,0.387,3.252,353.6,0.017041999999999998,2.2840599999999998,1.55,0.0907,89.1,667.0,46.65,24.72,21.9,4986.0,4.496,0.16,0.833,0.793
202,CANDIDATE,4.220965778,0.705,3.0854,2260.0,0.046401,0.5702,2.62,0.0418,85.03,595.0,29.68,8.13,157.8,3837.0,4.747,-0.06,0.517,0.544
203,FALSE POSITIVE,6.998099523,7.361,2.0488,20285.0,6.502574,22.19119,588.66,0.0698,79.0,853.0,125.22,38.6,192.3,5612.0,4.566,-0.12,0.829,0.926
204,CONFIRMED,5.95489993,0.327,2.3892,1410.7,0.033727999999999994,3.48052,2.33,0.0554,89.0,635.0,38.52,18.69,87.2,4261.0,4.641,-0.06,0.633,0.64
205,CONFIRMED,12.03987488,0.286,2.7363,1250.6,0.031605,4.8289599999999995,2.18,0.0886,89.51,502.0,15.06,33.32,57.6,4261.0,4.641,-0.06,0.633,0.64
206,CONFIRMED,20.83762895,0.706,2.3734,439.0,0.020531999999999998,5.25789,1.42,0.1278,89.18,418.0,7.24,49.4,14.9,4261.0,4.641,-0.06,0.633,0.64
207,FALSE POSITIVE,8.8111022,1.223,5.0683,401.1,0.242511,0.00762,63.66,0.0919,67.15,1399.0,904.92,3.15,76.8,6200.0,3.8,-0.12,2.404,1.333
208,CONFIRMED,23.58917143,0.926,5.073,1200.7,0.040151,0.16337000000000002,3.16,0.1429,86.86,487.0,13.34,16.88,53.3,4919.0,4.566,-0.24,0.721,0.697
209,CONFIRMED,6.481633072999999,0.833,3.784,298.5,0.017836,0.20633,2.54,0.0683,83.8,1145.0,406.25,7.71,125.6,5945.0,4.213,-0.08,1.302,1.009
210,CONFIRMED,10.37168928,0.537,3.035,1254.9,0.033023000000000004,2.1532299999999998,3.2,0.0873,88.66,720.0,63.68,23.0,64.5,5121.0,4.457,0.18,0.888,0.822
211,CONFIRMED,3.96996298,0.836,1.1757,299.2,0.018305000000000002,4.07984,1.78,0.046,86.81,992.0,229.37,15.04,15.0,5121.0,4.457,0.18,0.888,0.822
212,CONFIRMED,4.40841331,0.899,5.012,549.4,0.025379,0.039939999999999996,2.66,0.052,74.9,1139.0,398.0,3.45,45.1,6007.0,4.457,-0.24,0.961,0.968
213,FALSE POSITIVE,7.9426176,0.942,6.703,1590.7,0.046289,0.02282,4.68,0.0789,77.16,878.0,140.57,4.238,60.4,5811.0,4.521,0.07,0.926,1.036
214,CONFIRMED,226.8904775,0.731,7.558,3136.4,0.055361,1.9593200000000002,4.53,0.6732,89.76,236.0,0.73,174.7,46.8,5067.0,4.585,-0.08,0.75,0.789
215,FALSE POSITIVE,1.956811408,1.091,2.1958,24905.0,0.327759,0.7277899999999999,21.58,0.0259,78.08,1109.0,357.16,5.28,125.4,5209.0,4.657,-1.24,0.603,0.602
216,CANDIDATE,2.6888992330000003,0.001,2.11275,37492.0,0.172543,3.89722,12.04,0.0335,90.0,929.0,175.76,11.4204,1011.6,4820.0,4.667,-0.4,0.639,0.699
217,CONFIRMED,9.439459486,0.049,2.8979,3036.1,0.048952999999999997,3.7665699999999998,4.16,0.0837,89.89,686.0,52.32,26.081,175.2,5097.0,4.5969999999999995,0.21,0.779,0.891
218,CONFIRMED,11.523067458,0.0,3.8757,507.3,0.020288,1.7747400000000002,3.13,0.1017,90.0,927.0,174.81,23.181,142.0,5644.0,4.162,0.3,1.411,1.053
219,CONFIRMED,20.47748843,0.497,2.8364,1382.4,0.034376,5.64738,2.92,0.1402,89.43,530.0,18.65,50.0,52.7,5097.0,4.5969999999999995,0.21,0.779,0.891
220,CONFIRMED,3.336123113,0.252,1.9616,516.3,0.020396,3.61764,1.74,0.0418,88.88,970.0,209.79,12.86,41.6,5097.0,4.5969999999999995,0.21,0.779,0.891
221,CONFIRMED,8.01078456,0.192,2.312,1333.6,0.03347,5.73059,1.72,0.0616,89.59,453.0,9.9,26.89,48.5,3713.0,4.779,-0.12,0.47,0.484
222,CONFIRMED,12.07134205,0.014,4.3224,759.2,0.025158,1.3593899999999999,1.29,0.0809,89.96,395.0,5.74,21.878,31.0,3713.0,4.779,-0.12,0.47,0.484
223,CONFIRMED,20.99587872,0.228,2.6333,767.3,0.025412,9.69398,1.3,0.117,89.79,328.0,2.74,60.9,18.2,3713.0,4.779,-0.12,0.47,0.484
224,CONFIRMED,7.41113177,0.712,2.5242,620.5,0.024437999999999998,1.56072,2.45,0.0748,87.54,905.0,158.11,16.55,50.4,5849.0,4.5169999999999995,-0.02,0.919,1.014
225,FALSE POSITIVE,1.0007470379999999,0.908,0.9967,1823.5,0.047993,1.32454,4.14,0.0175,77.28,1620.0,1635.2,4.12,147.4,5472.0,4.499,-0.54,0.79,0.718
226,CONFIRMED,8.884922995,0.069,2.07004,16053.0,0.114124,11.620610000000001,10.51,0.0786,89.89,770.0,83.21,36.466,388.2,5332.0,4.5,-0.08,0.843,0.821
227,CONFIRMED,8.09888906,0.018,4.2024099999999995,6911.1,0.076211,1.14941,8.95,0.0832,89.93,986.0,223.19,15.8546,435.9,6214.0,4.442,0.07,1.076,1.169
228,CONFIRMED,10.00653012,0.862,5.344,936.1,0.032174,0.1029,3.52,0.0933,83.94,876.0,139.21,8.17,71.9,6063.0,4.47,-0.02,1.001,1.079
229,CONFIRMED,17.855221681,0.075,7.41287,9065.2,0.08815,0.47367,13.16,0.1491,89.79,911.0,163.04,19.986,915.7,6823.0,4.308,0.07,1.367,1.386
230,CANDIDATE,12.732624065,0.811,2.2083,6465.7,0.08251900000000001,3.68779,4.87,0.0881,88.53,432.0,8.22,31.62,210.5,3950.0,4.721,-0.14,0.541,0.563
231,CANDIDATE,83.92494032,0.658,6.7904,7958.7,0.086015,1.4597200000000001,4.78,0.3031,89.54,226.0,0.62,81.6,182.1,3960.0,4.746,-0.36,0.509,0.526
232,CONFIRMED,5.007316661,0.344,4.2362,6932.3,0.077106,0.59565,6.96,0.0556,87.87,998.0,234.28,9.24,431.4,5865.0,4.563,-0.34,0.827,0.914
233,CONFIRMED,2.211116989,0.69,1.6485,724.2,0.026289,1.85398,1.85,0.0294,84.94,931.0,177.19,7.83,42.6,4500.0,4.656000000000001,-0.02,0.646,0.71
234,CONFIRMED,27.9541337,0.063,3.95,942.5,0.026973,4.12204,1.9,0.1593,89.94,400.0,6.04,55.43,25.4,4500.0,4.656000000000001,-0.02,0.646,0.71
235,CONFIRMED,12.69104387,0.008,3.7727,252.1,0.014487,2.08259,2.57,0.1072,89.98,1008.0,244.3,26.076,60.2,5869.0,4.024,-0.16,1.626,1.019
236,FALSE POSITIVE,4.409409243,0.028,3.8636,12861.0,0.10287,0.8699,10.95,0.0491,89.83,1101.0,347.06,9.6337,85.8,5600.0,4.368,-0.26,0.975,0.811
237,CONFIRMED,16.23947096,0.043,4.0374,2590.7,0.045252,2.3719200000000003,4.14,0.1229,89.92,598.0,30.14,32.1,123.8,5191.0,4.564,0.34,0.837,0.937
238,CONFIRMED,6.308201629,0.03,2.9785,1328.5,0.032418,2.2170099999999997,2.96,0.0654,89.9,819.0,106.44,16.707,86.2,5191.0,4.564,0.34,0.837,0.937
239,CONFIRMED,2.052349884,0.437,2.0778,14281.0,0.11123,2.08526,13.12,0.0322,86.76,1497.0,1183.18,7.743,1072.1,5855.0,4.393,0.14,1.08,1.049
240,CONFIRMED,9.7704486,0.09,2.4517,1897.8,0.040132999999999995,6.22573,2.23,0.0714,89.84,460.0,10.59,31.55,58.0,3906.0,4.73,-0.32,0.509,0.508
241,CONFIRMED,5.169804269,0.351,2.153,1037.4,0.029936,3.9748699999999997,1.66,0.0467,88.87,569.0,24.75,17.77,41.4,3906.0,4.73,-0.32,0.509,0.508
242,CONFIRMED,21.22261195,0.02,6.5093,366.0,0.01746,0.6837300000000001,2.48,0.1506,89.96,771.0,83.56,25.344,114.9,5945.0,4.213,-0.08,1.302,1.009
243,CONFIRMED,20.09017037,0.886,4.154,1432.1,0.040437,0.38566,2.25,0.1154,87.49,362.0,4.05,20.2,36.9,3906.0,4.73,-0.32,0.509,0.508
244,CONFIRMED,7.11373257,0.334,2.1764,807.6,0.025862,5.31573,1.16,0.0551,89.21,429.0,8.01,24.23,44.4,3561.0,4.855,0.0,0.411,0.44
245,CONFIRMED,3.306551643,0.001,1.8177,509.2,0.020275,4.9442,0.91,0.0331,90.0,554.0,22.19,14.19,37.8,3561.0,4.855,0.0,0.411,0.44
246,CONFIRMED,15.36845737,0.115,2.4714,756.1,0.02471,9.068539999999999,1.11,0.0922,89.86,332.0,2.86,48.38,30.9,3561.0,4.855,0.0,0.411,0.44
247,CANDIDATE,13.81020318,0.791,3.048,1309.7,0.036594999999999996,1.23716,4.56,0.1131,88.04,833.0,113.75,23.2,46.2,5942.0,4.327,-0.04,1.142,1.009
248,CONFIRMED,4.093578461,0.93,2.5833,538.6,0.026123,0.17115,2.85,0.0514,79.95,1182.0,461.07,5.33,36.4,6077.0,4.471,-0.04,0.999,1.077
249,CONFIRMED,105.145959,0.964,8.593,685.4,0.031397,0.06931,3.43,0.4471,88.39,401.0,6.09,34.3,15.4,6077.0,4.471,-0.04,0.999,1.077
250,CONFIRMED,10.8484518,0.21,2.9993,1675.6,0.036302999999999995,3.5457300000000003,2.34,0.0815,89.57,499.0,14.66,28.05,64.5,4201.0,4.6819999999999995,-0.2,0.591,0.609
251,CONFIRMED,6.66833241,0.644,1.915,362.3,0.018246000000000002,3.93143,1.18,0.0589,88.24,587.0,28.06,21.0,14.2,4201.0,4.6819999999999995,-0.2,0.591,0.609
252,CONFIRMED,4.082274889,0.093,3.23015,17859.0,0.121652,1.4346700000000001,10.55,0.0479,89.51,1016.0,251.48,10.812,1669.1,5655.0,4.581,-0.3,0.794,0.886
253,CANDIDATE,3.8866552239999996,0.649,3.1646,581.6,0.023262,0.52154,1.87,0.0451,85.02,1010.0,246.29,7.47,48.1,5662.0,4.61,-0.54,0.738,0.813
254,CONFIRMED,42.1406089,0.045,5.083,895.5,0.026274000000000002,2.91697,1.85,0.2095,89.96,349.0,3.49,64.94,21.6,4500.0,4.656000000000001,-0.02,0.646,0.71
255,CONFIRMED,4.6174905619999995,0.649,2.2618,575.8,0.023024,1.6723400000000002,1.62,0.048,86.99,728.0,66.47,12.35,28.1,4500.0,4.656000000000001,-0.02,0.646,0.71
256,CONFIRMED,10.19849255,0.714,2.4283,634.1,0.024778,2.39146,1.75,0.0814,88.27,559.0,23.11,23.6,21.4,4500.0,4.656000000000001,-0.02,0.646,0.71
257,FALSE POSITIVE,5.795063956,0.949,3.2496,1692.9,0.047975,0.13022,4.33,0.0613,81.1,950.0,192.74,6.137,119.4,5865.0,4.563,-0.34,0.827,0.914
258,CONFIRMED,7.15681552,0.45,2.5882,867.0,0.026979000000000003,2.74384,2.47,0.0675,88.68,782.0,88.23,19.51,47.7,5029.0,4.494,0.14,0.838,0.798
259,CONFIRMED,17.64830851,0.653,2.0873,763.3,0.026581,8.12503,2.43,0.1232,89.27,579.0,26.49,51.1,23.8,5029.0,4.494,0.14,0.838,0.798
260,CONFIRMED,4.14810719,0.093,2.535,175.2,0.011755,2.20456,1.08,0.0469,89.58,938.0,182.76,12.61,12.9,5029.0,4.494,0.14,0.838,0.798
261,CONFIRMED,16.51410989,0.395,4.1575,973.5,0.028718,1.6631099999999999,2.72,0.1199,89.22,655.0,43.57,28.84,55.9,5527.0,4.488,-0.18,0.866,0.841
262,CONFIRMED,30.1329298,0.839,5.172,1015.8,0.03322,0.4031,3.14,0.179,88.21,536.0,19.55,26.8,44.8,5527.0,4.488,-0.18,0.866,0.841
263,CONFIRMED,4.79090809,0.11,2.603,251.3,0.014349,2.35518,1.36,0.0525,89.55,990.0,227.24,14.19,21.2,5527.0,4.488,-0.18,0.866,0.841
264,CONFIRMED,31.71981013,0.125,4.819,363.4,0.017414,2.4614,3.09,0.1975,89.86,743.0,71.97,50.78,63.1,5869.0,4.024,-0.16,1.626,1.019
265,CONFIRMED,99.6415962,0.028,4.448,952.5,0.027879,10.359160000000001,2.64,0.3973,89.99,360.0,3.97,175.84,22.7,5527.0,4.488,-0.18,0.866,0.841
266,CONFIRMED,4.7083264510000005,0.061,3.16114,7912.7,0.080242,1.58315,10.6,0.0539,89.71,1162.0,431.02,12.288,633.4,5560.0,4.246,0.14,1.21,0.94
267,FALSE POSITIVE,16.37198661,9.303,3.8449,4147.6,8.358792999999999,2.90473,540.37,0.1052,74.37,438.0,8.71,34.5,54.5,4187.0,4.656000000000001,-0.28,0.592,0.58
268,CONFIRMED,5.392026903,0.314,2.9804,1151.4,0.030649000000000003,1.63004,2.68,0.0583,88.67,850.0,123.33,13.58,77.4,5198.0,4.5889999999999995,0.21,0.801,0.915
269,CANDIDATE,2.494170338,0.095,1.1221,863.7,0.026777,15.93621,2.42,0.0351,89.69,1194.0,480.19,17.37,69.2,5569.0,4.566,-0.08,0.829,0.928
270,CONFIRMED,6.491682807999999,0.535,4.301,7163.3,0.07989299999999999,0.57225,9.66,0.0715,87.17,1062.0,301.54,10.84,502.3,6123.0,4.413,0.14,1.107,1.159
271,FALSE POSITIVE,3.0447707960000003,1.252,10.0134,1695.0,0.298444,0.00688,24.54,0.0386,33.39,1076.0,317.36,1.5,203.5,5525.0,4.603,-0.36,0.753,0.843
272,CONFIRMED,3.855603916,0.348,3.2179,16653.0,0.119176,1.18411,13.61,0.0505,87.96,1212.0,508.65,9.763,1173.9,6033.0,4.46,0.21,1.046,1.153
273,FALSE POSITIVE,3.8555991389999997,0.864,3.183,1030.9,0.033907,0.19330999999999998,3.57,0.0493,80.68,1158.0,425.74,5.34,90.1,5936.0,4.501,0.07,0.965,1.075
274,CONFIRMED,38.47876629,0.003,5.04169,23530.0,0.138123,3.7339,13.26,0.2213,90.0,484.0,13.01,66.3614,1077.8,5510.0,4.539,0.16,0.879,0.973
275,FALSE POSITIVE,37.601661281999995,0.408,8.30604,59130.0,0.22744299999999998,0.85882,27.22,0.219,89.42,606.0,31.86,40.039,1667.3,6140.0,4.354,-0.24,1.096,0.989
276,CONFIRMED,3.314947362,0.799,1.8007,1398.2,0.038195,1.4165,3.94,0.0433,85.11,1155.0,421.03,9.37,123.5,5609.0,4.481,0.16,0.944,0.983
277,FALSE POSITIVE,6.71969089,0.985,3.0231,969.7,0.046245,0.09306,4.37,0.0654,80.64,952.0,194.18,6.06,45.4,5931.0,4.479,-0.6,0.866,0.825
278,CONFIRMED,39.6431552,0.062,6.5292,15664.0,0.11168499999999999,1.64307,10.98,0.215,89.93,472.0,11.74,51.489,690.3,5231.0,4.455,0.14,0.9,0.844
279,FALSE POSITIVE,51.42598578,0.203,16.9422,66068.0,0.23682899999999998,0.16218,29.66,0.2904,89.59,549.0,21.4,28.303,1843.8,6257.0,4.41,0.21,1.147,1.233
280,CONFIRMED,21.80451611,0.751,3.4097,1144.9,0.033652999999999995,1.6665599999999998,2.6,0.1406,88.76,543.0,20.48,34.7,49.9,5481.0,4.629,-0.5,0.708,0.806
281,CONFIRMED,10.28194593,0.168,3.4366,1110.7,0.029849,2.2433400000000003,2.53,0.088,89.59,680.0,50.6,23.23,55.0,5196.0,4.593,0.04,0.775,0.869
282,CONFIRMED,18.11993039,0.206,4.2309,1506.9,0.034825,2.1057900000000003,2.95,0.1284,89.64,563.0,23.77,33.19,60.7,5196.0,4.593,0.04,0.775,0.869
283,CONFIRMED,3.78402867,0.691,1.9012,426.1,0.020134,1.9817900000000002,1.7,0.0452,86.54,949.0,191.78,11.45,25.6,5196.0,4.593,0.04,0.775,0.869
284,CONFIRMED,5.15448142,0.933,3.228,697.5,0.030414999999999998,0.11387,2.94,0.0546,80.1,964.0,204.1,5.43,48.1,5431.0,4.457,-0.14,0.884,0.816
285,FALSE POSITIVE,33.80364366,0.023,11.4813,13494.0,0.10553900000000001,0.25463,20.7,0.216,89.95,745.0,72.71,24.869,529.9,5855.0,3.9989999999999997,0.16,1.796,1.174
286,CONFIRMED,5.743469797,0.001,3.4412,1240.2,0.032147,1.31116,3.13,0.0625,90.0,982.0,219.95,13.174,79.7,5897.0,4.531000000000001,-0.16,0.891,0.983
287,CANDIDATE,39.4759093,0.938,2.968,1012.6,0.036074,1.08697,4.06,0.2338,88.8,577.0,26.13,44.7,26.6,6225.0,4.45,-0.12,1.031,1.091
288,FALSE POSITIVE,19.974485239,0.886,4.23479,40293.0,0.243941,1.47871,26.56,0.1476,88.39,700.0,56.84,31.477,1398.8,6108.0,4.471,-0.08,0.997,1.072
289,CONFIRMED,3.166353562,0.032,3.3129,1473.4,0.035047,0.82095,3.82,0.0432,89.76,1273.0,621.92,7.5775,128.3,6007.0,4.47,0.02,0.998,1.072
290,FALSE POSITIVE,23.899634406999997,1.245,3.81881,20953.0,0.436512,1.33386,44.04,0.162,87.92,652.0,42.8,34.28,547.8,6192.0,4.503,-0.38,0.924,0.991
291,CONFIRMED,3.3880122439999996,0.433,2.6849,280.1,0.015453999999999999,1.1536600000000001,2.11,0.0434,87.2,1315.0,705.93,8.88,30.6,5553.0,4.221,0.16,1.25,0.949
292,CONFIRMED,5.83909761,0.341,3.1915,273.6,0.015116,1.32836,2.06,0.0624,88.54,1097.0,341.48,13.38,25.2,5553.0,4.221,0.16,1.25,0.949
293,CONFIRMED,1.620467654,0.271,2.1888,159.6,0.011493000000000001,1.23,1.57,0.0265,87.2,1681.0,1893.42,5.55,22.7,5553.0,4.221,0.16,1.25,0.949
294,CONFIRMED,10.6816951,0.646,3.605,307.8,0.016847,0.93471,2.3,0.0933,87.92,897.0,152.75,17.8,21.9,5553.0,4.221,0.16,1.25,0.949
